volunteer_id,year,college_code,college_name,major_name,history_college_name,history_major_name,history_lowest_score,history_lowest_rank,history_source_page,match_level
3325-007,2025,3325,中国人民大学(苏州校区)(“双一流”建设高校),数据科学与大数据技术(中外合作办学),中国人民大学( 苏州校区),数据科学与大数据技术(AI与智慧治理方向),669,3944.0,156,base
3358-017,2023,3358,宿迁学院,电子商务(与北京京东世纪贸易有限公司联合培养),宿迁学院,电子商务,557,98769.0,153,base
3358-017,2024,3358,宿迁学院,电子商务(与北京京东世纪贸易有限公司联合培养),宿迁学院,电子商务,579,77338.0,157,base
3358-017,2025,3358,宿迁学院,电子商务(与北京京东世纪贸易有限公司联合培养),宿迁学院,电子商务,574,82978.0,159,base
3358-018,2023,3358,宿迁学院,土木工程(创新班),宿迁学院,土木工程,534,124018.0,153,base
3358-018,2024,3358,宿迁学院,土木工程(创新班),宿迁学院,土木工程,522,143626.0,157,base
3358-018,2025,3358,宿迁学院,土木工程(创新班),宿迁学院,土木工程,519,149646.0,159,base
3422-020,2023,3422,安徽农业大学,环境科学,安徽农业大学,环境科学与工程类,571,83604.0,156,contains_unique
3422-020,2024,3422,安徽农业大学,环境科学,安徽农业大学,环境科学与工程类,502,167083.0,161,contains_unique
3425-023,2023,3425,安徽师范大学,应用化学,安徽师范大学,化学(师范),601,51330.0,157,contains_unique
3425-023,2024,3425,安徽师范大学,应用化学,安徽师范大学,化学(师范),578,77775.0,161,contains_unique
3425-026,2023,3425,安徽师范大学,能源化学工程,安徽师范大学,化学(师范),601,51330.0,157,contains_unique
3425-026,2024,3425,安徽师范大学,能源化学工程,安徽师范大学,化学(师范),578,77775.0,161,contains_unique
3425-026,2025,3425,安徽师范大学,能源化学工程,安徽师范大学,化学(师范),578,78202.0,164,contains_unique
3445-003,2023,3445,合肥工业大学(“双一流”建设高校),智能车辆工程(创新实验班),合肥工业大学,智能车辆工程,642,17177.0,159,base
3451-008,2023,3451,淮南师范学院,英语(师范),淮南师范学院,商务英语,553,103077.0,160,contains_unique
3461-505,2024,3461,黄山职业技术学院,学前教育(师范),黄山职业技术学院,学前教育,418,237828.0,165,base
3474-507,2024,3474,安徽交通职业技术学院,数字媒体技术,安徽交通职业技术学院,数字媒体技术(中外合作办学),415,239812.0,165,base
3474-507,2025,3474,安徽交通职业技术学院,数字媒体技术,安徽交通职业技术学院,数字媒体技术(中外合作办学),428,237840.0,168,base
3511-009,2023,3511,福建师范大学,英语(师范),福建师范大学,英语,614,38651.0,162,base
3512-015,2023,3512,福建师范大学协和学院,财务管理,福建师范大学协和学院( 独立学院),财务管理(国际会计实验班),526,133258.0,163,base
3512-015,2024,3512,福建师范大学协和学院,财务管理,福建师范大学协和学院( 独立学院),财务管理(国际会计实验班),544,117509.0,167,base
3512-015,2025,3512,福建师范大学协和学院,财务管理,福建师范大学协和学院( 独立学院),财务管理(国际会计实验班),548,114748.0,170,base
3512-016,2023,3512,福建师范大学协和学院,金融学,福建师范大学协和学院( 独立学院),金融学(国际金融实验班),525,134828.0,163,base
3512-016,2024,3512,福建师范大学协和学院,金融学,福建师范大学协和学院( 独立学院),金融学(国际金融实验班),541,121733.0,167,base
3512-016,2025,3512,福建师范大学协和学院,金融学,福建师范大学协和学院( 独立学院),金融学(国际金融实验班),542,122586.0,170,base
3516-005,2024,3516,福建中医药大学,临床医学,福建中医药大学,中西医临床医学,622,31731.0,168,contains_unique
3517-024,2023,3517,福州大学(“双一流”建设高校),机械设计制造及其自动化,福州大学,自动化(中外合作办学),632,23910.0,164,contains_unique
3517-024,2024,3517,福州大学(“双一流”建设高校),机械设计制造及其自动化,福州大学,自动化(中外合作办学),632,23948.0,168,contains_unique
3517-024,2025,3517,福州大学(“双一流”建设高校),机械设计制造及其自动化,福州大学,自动化(中外合作办学),627,25500.0,171,contains_unique
3518-027,2025,3518,阳光学院,电子商务,阳光学院( 民办学校),电子商务(中外合作办学),466,207703.0,172,base
3523-048,2024,3523,华侨大学,市场营销(双学士学位项目),华侨大学,市场营销,601,52419.0,170,base
3523-048,2025,3523,华侨大学,市场营销(双学士学位项目),华侨大学,市场营销(智慧营销方向),594,59122.0,173,base
3523-053,2024,3523,华侨大学,经济学类(中美121双学位班),华侨大学,"经济学类(中美121双学位班,可接轨CFA金融分析师)",601,52791.0,170,base
3523-054,2024,3523,华侨大学,工商管理类(中美121双学位班),华侨大学,"工商管理类(中美121双学位班,可接轨ACCA国际注会)",604,49695.0,170,base
3524-017,2023,3524,集美大学,数学与应用数学(双学士学位项目),集美大学,数学与应用数学,598,53986.0,166,base
3524-017,2024,3524,集美大学,数学与应用数学(双学士学位项目),集美大学,数学与应用数学,590,63956.0,170,base
3529-003,2023,3529,闽江大学,计算机科学与技术(中外合作办学),闽江学院,计算机科学与技术,573,80673.0,166,base
3529-003,2024,3529,闽江大学,计算机科学与技术(中外合作办学),闽江学院,计算机科学与技术,564,94571.0,171,base
3529-003,2025,3529,闽江大学,计算机科学与技术(中外合作办学),闽江学院,计算机科学与技术,566,91900.0,174,base
3529-005,2023,3529,闽江大学,电子商务(中外合作办学),闽江学院,电子商务,561,94052.0,166,base
3529-005,2024,3529,闽江大学,电子商务(中外合作办学),闽江学院,电子商务,578,77646.0,171,base
3529-005,2025,3529,闽江大学,电子商务(中外合作办学),闽江学院,电子商务,575,81847.0,174,base
3532-514,2023,3532,宁德职业技术学院,学前教育,宁德职业技术学院,学前教育(师范),475,188326.0,166,base
3532-514,2025,3532,宁德职业技术学院,学前教育,宁德职业技术学院,学前教育(师范),477,197979.0,174,base
3532-515,2023,3532,宁德职业技术学院,小学教育,宁德职业技术学院,小学教育(师范),502,160171.0,166,base
3532-515,2024,3532,宁德职业技术学院,小学教育,宁德职业技术学院,小学教育(师范),511,157018.0,171,base
3532-515,2025,3532,宁德职业技术学院,小学教育,宁德职业技术学院,小学教育(师范),511,159697.0,175,base
3535-518,2024,3535,泉州经贸职业技术学院,艺术设计,泉州经贸职业技术学院,广告艺术设计,433,228704.0,172,contains_unique
3535-518,2025,3535,泉州经贸职业技术学院,艺术设计,泉州经贸职业技术学院,广告艺术设计,443,227347.0,175,contains_unique
3541-019,2023,3541,武夷学院,汉语言文学(师范),武夷学院,汉语言文学,580,73829.0,168,base
3541-019,2024,3541,武夷学院,汉语言文学(师范),武夷学院,汉语言文学,593,61469.0,173,base
3543-009,2023,3543,厦门大学(“双一流”建设高校),"会计学(会计,财务,审计,含双学士学位项目选拔)",厦门大学,会计学,672,3991.0,168,base
3543-009,2025,3543,厦门大学(“双一流”建设高校),"会计学(会计,财务,审计,含双学士学位项目选拔)",厦门大学,"会计学(会计学,财务管理,审计学,含双学士学位项目)",669,3958.0,177,base
3553-008,2024,3553,闽南师范大学,经济学(中外高水平大学学生交流计划),闽南师范大学,经济学,582,73878.0,175,base
3553-009,2025,3553,闽南师范大学,数据计算及应用(中美人才培养计划实验班),闽南师范大学,数据计算及应用,510,161053.0,178,base
3553-010,2023,3553,闽南师范大学,心理学(中美人才培养计划实验班),闽南师范大学,心理学(师范),594,58518.0,171,base
3553-010,2025,3553,闽南师范大学,心理学(中美人才培养计划实验班),闽南师范大学,心理学,569,89195.0,178,base
3562-507,2023,3562,福州墨尔本理工职业学院,人工智能技术应用(中外合作办学),福州墨尔本理工职业学院( 中外合作办学),人工智能(厦门大学马来西亚分校招生专业),639,19271.0,172,contains_unique
3601-013,2023,3601,东华理工大学,数学与应用数学(中外合作办学),东华理工大学,"数学与应用数学(含金融,软件设计方向)",573,80802.0,173,base
3601-013,2024,3601,东华理工大学,数学与应用数学(中外合作办学),东华理工大学,"数学与应用数学(含金融,软件设计方向)",548,113434.0,177,base
3601-013,2025,3601,东华理工大学,数学与应用数学(中外合作办学),东华理工大学,数学与应用数学,551,110328.0,181,base
3603-028,2025,3603,赣南师范大学,材料化学,赣南师范大学,化学(师范),542,121966.0,182,contains_unique
3613-015,2023,3613,江西服装学院,服装设计与工程(中外合作办学),江西服装学院( 民办学校),服装设计与工程,518,142778.0,176,base
3616-508,2023,3616,江西工业贸易职业技术学院,数字媒体技术(中外合作办学),江西工业贸易职业技术学院,数字媒体技术,431,223748.0,178,base
3616-510,2023,3616,江西工业贸易职业技术学院,大数据与会计(中外合作办学),江西工业贸易职业技术学院,大数据与会计,427,226620.0,178,base
3619-015,2023,3619,江西科技师范大学,应用化学,江西科技师范大学,应用化学(含职教师范),571,83223.0,178,base
3619-015,2024,3619,江西科技师范大学,应用化学,江西科技师范大学,应用化学(职教师范),490,179534.0,183,base
3619-017,2023,3619,江西科技师范大学,土木工程,江西科技师范大学,土木工程(含职教师范),566,88525.0,178,base
3619-018,2023,3619,江西科技师范大学,建筑环境与能源应用工程,江西科技师范大学,建筑环境与能源应用工程(含职教师范),555,101015.0,178,base
3619-023,2023,3619,江西科技师范大学,数学与应用数学,江西科技师范大学,数学与应用数学(师范),590,62676.0,178,base
3619-023,2024,3619,江西科技师范大学,数学与应用数学,江西科技师范大学,数学与应用数学(师范),579,76907.0,183,base
3619-023,2025,3619,江西科技师范大学,数学与应用数学,江西科技师范大学,数学与应用数学(师范),572,84795.0,186,base
3619-028,2025,3619,江西科技师范大学,旅游管理(职教师范),江西科技师范大学,旅游管理,575,82059.0,186,base
3619-036,2024,3619,江西科技师范大学,人工智能教育(师范),江西科技师范大学,人工智能,557,102645.0,183,contains_unique
3619-036,2025,3619,江西科技师范大学,人工智能教育(师范),江西科技师范大学,人工智能,559,101255.0,186,contains_unique
3622-003,2025,3622,江西理工大学,金属材料工程,江西理工大学,金属材料工程(赣州校区),554,106720.0,187,base
3622-032,2025,3622,江西理工大学,冶金工程,江西理工大学,冶金工程(赣州校区),573,83972.0,188,base
3622-040,2023,3622,江西理工大学,环境工程(中外合作办学),江西理工大学,环境工程,568,86569.0,179,base
3622-040,2024,3622,江西理工大学,环境工程(中外合作办学),江西理工大学,环境工程,489,180247.0,184,base
3623-003,2024,3623,赣南科技学院,自动化,赣南科技学院,电气工程及其自动化,541,121534.0,185,contains_unique
3623-003,2025,3623,赣南科技学院,自动化,赣南科技学院,电气工程及其自动化,544,119928.0,188,contains_unique
3625-012,2023,3625,江西农业大学,水产养殖学(农经管双学士学位),江西农业大学,水产养殖学,563,92469.0,180,base
3625-012,2024,3625,江西农业大学,水产养殖学(农经管双学士学位),江西农业大学,水产养殖学,488,181253.0,185,base
3625-012,2025,3625,江西农业大学,水产养殖学(农经管双学士学位),江西农业大学,水产养殖学,525,142784.0,188,base
3625-013,2023,3625,江西农业大学,农业机械化及其自动化(惟义实验班),江西农业大学,农业机械化及其自动化,566,88537.0,180,base
3625-026,2025,3625,江西农业大学,农业资源与环境(土地管理双学士学位),江西农业大学,农业资源与环境,535,130855.0,189,base
3626-005,2023,3626,江西农业大学南昌商学院,英语,江西农业大学南昌商学院( 独立学院),商务英语,533,126024.0,180,contains_unique
3626-005,2024,3626,江西农业大学南昌商学院,英语,江西农业大学南昌商学院( 独立学院),商务英语,548,113142.0,185,contains_unique
3626-005,2025,3626,江西农业大学南昌商学院,英语,江西农业大学南昌商学院( 独立学院),商务英语,553,108401.0,189,contains_unique
3627-048,2023,3627,江西师范大学,工程管理(工管与英语双学士学位),江西师范大学,工程管理,541,116716.0,181,base
3627-048,2024,3627,江西师范大学,工程管理(工管与英语双学士学位),江西师范大学,工程管理,571,86091.0,186,base
3627-048,2025,3627,江西师范大学,工程管理(工管与英语双学士学位),江西师范大学,工程管理(英语双学位),569,88962.0,190,base
3627-051,2023,3627,江西师范大学,人工智能(中外合作办学),江西师范大学,人工智能,603,49457.0,181,base
3627-051,2024,3627,江西师范大学,人工智能(中外合作办学),江西师范大学,人工智能,596,57702.0,186,base
3627-051,2025,3627,江西师范大学,人工智能(中外合作办学),江西师范大学,人工智能,598,54072.0,190,base
3635-510,2023,3635,江西应用工程职业学院,建筑工程技术(中外合作办学),江西应用工程职业学院,建筑工程技术,420,231623.0,182,base
3637-014,2023,3637,江西中医药大学,药学,江西中医药大学,中药学,579,74504.0,182,contains_unique
3637-014,2024,3637,江西中医药大学,药学,江西中医药大学,中药学,558,101090.0,187,contains_unique
3638-012,2023,3638,南昌医学院,口腔医学,南昌医学院,口腔医学技术,578,75539.0,183,contains_unique
3640-012,2025,3640,井冈山大学,化学(师范),井冈山大学,化学,517,152352.0,192,base
3640-018,2025,3640,井冈山大学,汉语言文学(师范),井冈山大学,汉语言文学,584,70452.0,192,base
3649-003,2023,3649,南昌航空大学,复合材料与工程(中外合作办学),南昌航空大学,复合材料与工程,560,95471.0,185,base
3649-003,2024,3649,南昌航空大学,复合材料与工程(中外合作办学),南昌航空大学,复合材料与工程,562,96838.0,190,base
3649-003,2025,3649,南昌航空大学,复合材料与工程(中外合作办学),南昌航空大学,复合材料与工程,582,73064.0,194,base
3649-030,2023,3649,南昌航空大学,生物医学工程(中外合作办学),南昌航空大学,生物医学工程(医疗电子与软件),575,79079.0,186,base
3649-030,2024,3649,南昌航空大学,生物医学工程(中外合作办学),南昌航空大学,生物医学工程,570,87432.0,191,base
3649-030,2025,3649,南昌航空大学,生物医学工程(中外合作办学),南昌航空大学,生物医学工程,570,87566.0,194,base
3649-031,2023,3649,南昌航空大学,光电信息科学与工程(中外合作办学),南昌航空大学,光电信息科学与工程,584,68824.0,186,base
3649-031,2024,3649,南昌航空大学,光电信息科学与工程(中外合作办学),南昌航空大学,光电信息科学与工程,582,73117.0,191,base
3649-031,2025,3649,南昌航空大学,光电信息科学与工程(中外合作办学),南昌航空大学,光电信息科学与工程,587,66811.0,195,base
3650-007,2023,3650,南昌航空大学科技学院,自动化,南昌航空大学科技学院( 独立学院),机械设计制造及其自动化,527,132590.0,186,contains_unique
3650-007,2024,3650,南昌航空大学科技学院,自动化,南昌航空大学科技学院( 独立学院),机械设计制造及其自动化,510,157803.0,191,contains_unique
3654-014,2023,3654,上饶师范学院,应用化学,上饶师范学院,化学(师范),556,99435.0,187,contains_unique
3655-516,2023,3655,上饶职业技术学院,汽车检测与维修技术,上饶职业技术学院,汽车检测与维修技术(中外合作办学),414,235011.0,187,base
3658-514,2023,3658,江西科技职业学院,护理,江西科技职业学院( 民办学校),护理(中外合作办学),365,259140.0,188,base
3658-514,2024,3658,江西科技职业学院,护理,江西科技职业学院( 民办学校),护理(中外合作办学),354,265486.0,193,base
3658-525,2023,3658,江西科技职业学院,电子商务,江西科技职业学院( 民办学校),电子商务(中外合作办学),327,269041.0,188,base
3658-525,2024,3658,江西科技职业学院,电子商务,江西科技职业学院( 民办学校),电子商务(中外合作办学),311,274477.0,193,base
3679-526,2023,3679,江西水利职业学院,水利工程(中外合作办学),江西水利职业学院,水利工程,430,224998.0,190,base
3691-508,2023,3691,江西工商职业技术学院,大数据与会计(中外合作办学),江西工商职业技术学院( 民办学校),大数据与会计,435,220944.0,191,base
3691-511,2023,3691,江西工商职业技术学院,学前教育(中外合作办学),江西工商职业技术学院( 民办学校),学前教育,411,237170.0,191,base
3702-004,2023,3702,山东医药大学,口腔医学(数智卓越班),滨州医学院,口腔医学,629,26094.0,193,base
3709-009,2023,3709,济宁医学院,临床药学,济宁医学院,药学,568,86394.0,194,contains_unique
3709-009,2024,3709,济宁医学院,临床药学,济宁医学院,药学,488,181585.0,199,contains_unique
3717-002,2023,3717,青岛恒星科技学院,人工智能(中外合作办学),青岛恒星科技学院( 民办学校),人工智能,506,155416.0,195,base
3717-002,2024,3717,青岛恒星科技学院,人工智能(中外合作办学),青岛恒星科技学院( 民办学校),人工智能,475,194204.0,201,base
3717-006,2023,3717,青岛恒星科技学院,护理学,青岛恒星科技学院( 民办学校),护理,440,217815.0,195,contains_unique
3717-525,2024,3717,青岛恒星科技学院,护理,青岛恒星科技学院( 民办学校),护理学,547,114543.0,201,contains_unique
3720-022,2023,3720,青岛理工大学,电气工程及其自动化,青岛理工大学,自动化,597,55007.0,196,contains_unique
3720-022,2024,3720,青岛理工大学,电气工程及其自动化,青岛理工大学,自动化,593,60949.0,202,contains_unique
3720-022,2025,3720,青岛理工大学,电气工程及其自动化,青岛理工大学,自动化,593,59748.0,207,contains_unique
3720-044,2023,3720,青岛理工大学,建筑学(中外合作办学)(与韩国光云大学合作),青岛理工大学,建筑学,607,45228.0,196,base
3720-044,2024,3720,青岛理工大学,建筑学(中外合作办学)(与韩国光云大学合作),青岛理工大学,建筑学,602,51439.0,202,base
3720-047,2023,3720,青岛理工大学,软件工程(中外合作办学)(与匈牙利潘诺尼亚大学合作),青岛理工大学,软件工程,596,55966.0,196,base
3720-047,2024,3720,青岛理工大学,软件工程(中外合作办学)(与匈牙利潘诺尼亚大学合作),青岛理工大学,软件工程,592,61811.0,202,base
3720-047,2025,3720,青岛理工大学,软件工程(中外合作办学)(与匈牙利潘诺尼亚大学合作),青岛理工大学,软件工程,591,61975.0,207,base
3723-502,2023,3723,青岛求实职业技术学院,动物药学,青岛求实职业技术学院( 民办学校),药学,430,224412.0,197,contains_unique
3723-502,2024,3723,青岛求实职业技术学院,动物药学,青岛求实职业技术学院( 民办学校),药学,431,230048.0,203,contains_unique
3725-005,2023,3725,曲阜师范大学,英语,曲阜师范大学,商务英语,573,81344.0,197,contains_unique
3731-014,2023,3731,山东大学(“双一流”建设高校),能源动力类(电气与智慧能源新工科实验班),山东大学,能源动力类,658,9079.0,198,base
3731-014,2024,3731,山东大学(“双一流”建设高校),能源动力类(电气与智慧能源新工科实验班),山东大学,能源动力类,658,9018.0,204,base
3731-017,2024,3731,山东大学(“双一流”建设高校),计算机类(智能软件与芯片新工科实验班),山东大学,计算机类(软件数媒与大数据方向),660,7988.0,204,base
3732-015,2023,3732,山东大学威海分校(“双一流”建设高校),电子信息类(智能工程新工科实验班),山东大学威海分校,电子信息类,658,8904.0,199,base
3732-015,2024,3732,山东大学威海分校(“双一流”建设高校),电子信息类(智能工程新工科实验班),山东大学威海分校,电子信息类,658,8874.0,205,base
3734-001,2023,3734,山东工商学院,统计学,山东工商学院,应用统计学,568,86747.0,199,contains_unique
3734-032,2023,3734,山东工商学院,市场营销(中外合作办学)(与美国莫瑞州立大学合作),山东工商学院,市场营销,550,107080.0,199,base
3734-032,2024,3734,山东工商学院,市场营销(中外合作办学)(与美国莫瑞州立大学合作),山东工商学院,市场营销,570,86975.0,205,base
3737-003,2023,3737,山东建筑大学,建筑环境与能源应用工程(智慧能源创新实验班),山东建筑大学,建筑环境与能源应用工程,558,97793.0,199,base
3737-003,2024,3737,山东建筑大学,建筑环境与能源应用工程(智慧能源创新实验班),山东建筑大学,建筑环境与能源应用工程,533,130617.0,205,base
3737-003,2025,3737,山东建筑大学,建筑环境与能源应用工程(智慧能源创新实验班),山东建筑大学,建筑环境与能源应用工程,534,131406.0,211,base
3737-016,2023,3737,山东建筑大学,机械工程(中外合作办学),山东建筑大学,机械工程,561,94482.0,199,base
3737-016,2024,3737,山东建筑大学,机械工程(中外合作办学),山东建筑大学,机械工程,554,105905.0,205,base
3737-016,2025,3737,山东建筑大学,机械工程(中外合作办学),山东建筑大学,机械工程,557,102972.0,211,base
3738-012,2023,3738,山东交通学院,土木工程(中外合作办学),山东交通学院,土木工程,542,115816.0,200,base
3738-012,2024,3738,山东交通学院,土木工程(中外合作办学),山东交通学院,土木工程,505,163120.0,206,base
3743-006,2023,3743,山东理工大学,电气工程及其自动化,山东理工大学,自动化,591,62094.0,200,contains_unique
3745-008,2023,3745,山东农业大学,风景园林,山东农业大学,园林,567,87495.0,201,contains_unique
3745-008,2024,3745,山东农业大学,风景园林,山东农业大学,园林,583,72282.0,207,contains_unique
3745-014,2024,3745,山东农业大学,自动化,山东农业大学,电气工程及其自动化,572,84597.0,207,contains_unique
3745-025,2024,3745,山东农业大学,商务英语,山东农业大学,英语,589,65887.0,207,contains_unique
3748-006,2025,3748,山东师范大学,英语,山东师范大学,英语(语言科学创新实验班),591,62047.0,213,base
3750-504,2023,3750,齐鲁医药学院,护理,齐鲁医药学院( 民办学校),护理学,559,96746.0,202,contains_unique
3750-504,2024,3750,齐鲁医药学院,护理,齐鲁医药学院( 民办学校),护理学,508,159593.0,208,contains_unique
3750-507,2023,3750,齐鲁医药学院,中药学,齐鲁医药学院( 民办学校),药学,554,102132.0,202,contains_unique
3750-510,2024,3750,齐鲁医药学院,口腔医学技术,齐鲁医药学院( 民办学校),口腔医学,570,86919.0,208,contains_unique
3751-504,2023,3751,山东现代学院,中药学,山东现代学院( 民办学校),药学,539,118867.0,202,contains_unique
3751-505,2023,3751,山东现代学院,护理,山东现代学院( 民办学校),护理学,539,118905.0,202,contains_unique
3756-004,2023,3756,山东英才学院,护理学,山东英才学院( 民办学校),护理,458,202778.0,203,contains_unique
3756-004,2024,3756,山东英才学院,护理学,山东英才学院( 民办学校),护理,440,223649.0,209,contains_unique
3756-004,2025,3756,山东英才学院,护理学,山东英才学院( 民办学校),护理,340,276673.0,214,contains_unique
3760-020,2023,3760,烟台大学,英语(中外高水平大学学生交流计划),烟台大学,英语,588,65140.0,203,base
3760-020,2024,3760,烟台大学,英语(中外高水平大学学生交流计划),烟台大学,英语,595,58932.0,209,base
3761-004,2023,3761,烟台南山学院,电气工程及其自动化,烟台南山学院( 民办学校),自动化,517,143665.0,203,contains_unique
3761-004,2024,3761,烟台南山学院,电气工程及其自动化,烟台南山学院( 民办学校),自动化,483,186607.0,210,contains_unique
3761-009,2024,3761,烟台南山学院,日语,烟台南山学院( 民办学校),商务日语,405,245103.0,210,contains_unique
3761-502,2023,3761,烟台南山学院,电气自动化技术,烟台南山学院( 民办学校),自动化,517,143665.0,203,contains_unique
3761-502,2024,3761,烟台南山学院,电气自动化技术,烟台南山学院( 民办学校),自动化,483,186607.0,210,contains_unique
3761-504,2023,3761,烟台南山学院,机械制造及自动化,烟台南山学院( 民办学校),自动化,517,143665.0,203,contains_unique
3761-504,2024,3761,烟台南山学院,机械制造及自动化,烟台南山学院( 民办学校),自动化,483,186607.0,210,contains_unique
3765-005,2025,3765,中国石油大学(华东)(“双一流”建设高校),石油工程(双学士学位),中国石油大学( 华东),石油工程,637,18597.0,216,base
3765-018,2025,3765,中国石油大学(华东)(“双一流”建设高校),自动化,中国石油大学( 华东),电气工程及其自动化,641,15629.0,216,contains_unique
3768-001,2023,3768,青岛城市学院,电气工程及其自动化(创新实验班),青岛城市学院( 民办学校),电气工程及其自动化,528,130822.0,205,base
3768-001,2024,3768,青岛城市学院,电气工程及其自动化(创新实验班),青岛城市学院( 民办学校),电气工程及其自动化,505,163011.0,211,base
3768-001,2025,3768,青岛城市学院,电气工程及其自动化(创新实验班),青岛城市学院( 民办学校),电气工程及其自动化,512,158674.0,217,base
3768-002,2023,3768,青岛城市学院,机器人工程(宇树创新班),青岛城市学院( 民办学校),机器人工程,517,143815.0,205,base
3768-002,2024,3768,青岛城市学院,机器人工程(宇树创新班),青岛城市学院( 民办学校),机器人工程,470,198923.0,211,base
3768-002,2025,3768,青岛城市学院,机器人工程(宇树创新班),青岛城市学院( 民办学校),机器人工程,487,186604.0,217,base
3773-009,2023,3773,青岛黄海学院,数据科学与大数据技术(中外合作办学),青岛黄海学院( 民办学校),数据科学与大数据技术,510,151660.0,205,base
3773-009,2024,3773,青岛黄海学院,数据科学与大数据技术(中外合作办学),青岛黄海学院( 民办学校),数据科学与大数据技术,501,167737.0,212,base
3784-514,2023,3784,泰山科技学院,人工智能技术应用,泰山科技学院( 民办学校),人工智能,501,161236.0,206,contains_unique
3784-514,2024,3784,泰山科技学院,人工智能技术应用,泰山科技学院( 民办学校),人工智能,476,194187.0,212,contains_unique
3795-506,2025,3795,潍坊食品科技职业学院,数字媒体艺术设计,潍坊食品科技职业学院( 民办学校),艺术设计,268,,219,contains_unique
3798-510,2025,3798,德州工程职业学院,艺术设计,德州工程职业学院( 民办学校),环境艺术设计,324,280346.0,220,contains_unique
3805-508,2023,3805,上饶幼儿师范高等专科学校,学前教育(中外合作办学)(师范),上饶幼儿师范高等专科学校,学前教育(师范),459,202328.0,192,base
3807-506,2024,3807,宜春职业技术学院,口腔医学技术,宜春职业技术学院,口腔医学,518,148777.0,198,contains_unique
3807-506,2025,3807,宜春职业技术学院,口腔医学技术,宜春职业技术学院,口腔医学(中外合作办学),513,157253.0,203,contains_unique
3807-507,2024,3807,宜春职业技术学院,口腔医学(中外合作办学),宜春职业技术学院,口腔医学,518,148777.0,198,base
3810-502,2024,3810,江西樟树中医药职业学院,药学,江西樟树中医药职业学院( 民办学校),中药学,440,223720.0,198,contains_unique
3810-502,2025,3810,江西樟树中医药职业学院,药学,江西樟树中医药职业学院( 民办学校),中药学,447,224679.0,203,contains_unique
3812-502,2025,3812,南昌健康职业技术学院,药学,南昌健康职业技术学院,中药学,481,193937.0,203,contains_unique
4001-015,2025,4001,长江大学,"电子信息工程(卓越工程师计划,首批新工科研究与实践试点)",长江大学,电子信息工程,601,50741.0,220,base
4003-509,2023,4003,长江工程职业技术学院,工业机器人技术(中外合作办学),长江工程职业技术学院,工业机器人技术,425,228112.0,207,base
4003-509,2024,4003,长江工程职业技术学院,工业机器人技术(中外合作办学),长江工程职业技术学院,工业机器人技术,433,228296.0,214,base
4014-004,2024,4014,湖北工业大学,计算机科学与技术(拔尖创新人才实验班),湖北工业大学,计算机科学与技术,607,45787.0,215,base
4014-004,2025,4014,湖北工业大学,计算机科学与技术(拔尖创新人才实验班),湖北工业大学,计算机科学与技术,606,46033.0,222,base
4020-001,2025,4020,湖北经济学院法商学院,金融学,湖北经济学院法商学院( 独立学院),金融学(AFP资格创新班),541,123363.0,223,base
4034-009,2023,4034,华中科技大学(“双一流”建设高校),生物医学工程类,华中科技大学,生物医学工程类(国家生命科学与技术人才试验班),665,6002.0,211,base
4034-017,2023,4034,华中科技大学(“双一流”建设高校),光电信息科学与工程,华中科技大学,光电信息科学与工程(未来技术学院本硕博),680,2038.0,211,base
4034-027,2023,4034,华中科技大学(“双一流”建设高校),数字经济(AI双学位),华中科技大学,数字经济,665,6293.0,211,base
4034-030,2024,4034,华中科技大学(“双一流”建设高校),药学(中外合作办学),华中科技大学,药学(启明实验班),663,6945.0,219,base
4035-502,2023,4035,文华学院,计算机应用技术,文华学院( 民办学校),计算机应用技术(中软国际大数据卓越班),461,200554.0,212,base
4035-502,2024,4035,文华学院,计算机应用技术,文华学院( 民办学校),计算机应用技术(中软国际大数据卓越班),388,253105.0,219,base
4036-007,2023,4036,武昌首义学院,数据科学与大数据技术(腾讯云精英班),武昌首义学院( 民办学校),数据科学与大数据技术,523,136705.0,212,base
4036-007,2025,4036,武昌首义学院,数据科学与大数据技术(腾讯云精英班),武昌首义学院( 民办学校),数据科学与大数据技术,494,179229.0,226,base
4036-008,2023,4036,武昌首义学院,人工智能(华为精英班),武昌首义学院( 民办学校),人工智能,525,134270.0,212,base
4036-008,2024,4036,武昌首义学院,人工智能(华为精英班),武昌首义学院( 民办学校),人工智能,483,186754.0,220,base
4036-008,2025,4036,武昌首义学院,人工智能(华为精英班),武昌首义学院( 民办学校),人工智能,492,181369.0,226,base
4036-028,2023,4036,武昌首义学院,电气工程及其自动化(创新实验班),武昌首义学院( 民办学校),电气工程及其自动化,527,131942.0,212,base
4036-028,2024,4036,武昌首义学院,电气工程及其自动化(创新实验班),武昌首义学院( 民办学校),电气工程及其自动化,517,149138.0,220,base
4036-028,2025,4036,武昌首义学院,电气工程及其自动化(创新实验班),武昌首义学院( 民办学校),电气工程及其自动化,517,152480.0,226,base
4036-029,2023,4036,武昌首义学院,汉语言文学(创新实验班),武昌首义学院( 民办学校),汉语言文学,553,103363.0,212,base
4036-029,2024,4036,武昌首义学院,汉语言文学(创新实验班),武昌首义学院( 民办学校),汉语言文学,567,90927.0,220,base
4036-029,2025,4036,武昌首义学院,汉语言文学(创新实验班),武昌首义学院( 民办学校),汉语言文学,558,101833.0,226,base
